Car Name,KM Driven,Fuel Type,Transmission,Ownership,Price,Location
2016 Maruti Swift Dzire TOUR DIESEL,1.8L km,Diesel,Manual,2nd owner,4.00 lakh,Bhagyanagar Chhatrapati Sambhaji Nagar Maharashtra
2019 Maruti Alto K10 VXI,1.9L km,Petrol,Manual,1st owner,2.87 lakh,Nyay Nagar Chhatrapati Sambhaji Nagar Maharashtra
2015 Maruti Wagon R 1.0 VXI AMT,54.35k km,Petrol,Auto,1st owner,3.00 lakh,Sangram Nagar Chhatrapati Sambhaji Nagar Maharashtra
2010 Maruti Zen Estilo VXI,85.31k km,Petrol,Manual,3rd owner,1.00 lakh,Mukundwadi Chhatrapati Sambhaji Nagar Maharashtra
2011 Volkswagen Vento,1.1L km,Petrol,Manual,4th owner,1.98 lakh,Satara Deolai Parisar Chhatrapati Sambhajinagar Maharashtra
2017 Hyundai Eon MAGNA +,23.12k km,Petrol,Manual,1st owner,2.80 lakh,Aurangabad Aurangabad Maharashtra
2021 Renault Kwid RXT 1.0 (O),40.42k km,Petrol,Manual,1st owner,4.15 lakh,Sector 18 Gurugram
2011 Volkswagen Vento,2.4L km,Diesel,Manual,2nd owner,2.23 lakh,Gadia Vihar Chhatrapati Sambhaji Nagar Maharashtra
2014 Tata Indica Vista LS TDI,97.51k km,Diesel,Manual,3rd owner,1.35 lakh,Mirajgave Nagari Chhatrapati Sambhaji Nagar Maharashtra
2010 Maruti Zen Estilo LXI,1.1L km,Petrol,Manual,2nd owner,0.89 lakh,Chilkalthana Chhatrapati Sambhaji Nagar Maharashtra
2014 Toyota Etios G,1.3L km,Petrol,Manual,2nd owner,2.32 lakh,Kotwalpura Chhatrapati Sambhaji Nagar Maharashtra
2014 Honda Brio VX MT,96.76k km,Petrol,Manual,3rd owner,2.55 lakh,Satara Parisar Chhatrapati Sambhaji Nagar
2012 Tata Manza ELAN QUADRAJET,1.8L km,Diesel,Manual,3rd owner,1.42 lakh,Collector Office Campus Chhatrapati Sambhajinagar
2016 Hyundai Verna FLUIDIC 4S 1.6 VTVT SX,1.1L km,Petrol,Manual,1st owner,5.00 lakh,Kanchanwadi Aurangabad Maharashtra
2016 Maruti Swift Dzire VXI,1.0L km,Petrol,Manual,1st owner,5.00 lakh,Chhatrapati Sambhaji Nagar Aurangabad Maharashtra
2018 Tata NEXON XZA PLUS DIESEL,85.00k km,Diesel,Auto,1st owner,7.00 lakh,New Usmanpura Chhatrapati Sambhaji Nagar Maharashtra
2010 Maruti Swift VDI,1.7L km,Diesel,Manual,2nd owner,2.12 lakh,Garkheda Chhatrapati Sambhajinagar Maharashtra
2017 Hyundai Grand i10,14.22k km,Petrol,Auto,1st owner,4.00 lakh,PWD Colony Chhatrapati Sambhajinagar Maharashtra
2008 Toyota Innova V 2.5 7 STR,2.6L km,Diesel,Manual,4th owner,2.50 lakh,M G M Chhatrapati Sambhaji Nagar Maharashtra
2013 Hyundai i10 ERA 1.1,60.14k km,Petrol,Manual,1st owner,2.75 lakh,Cidco Aurangabad Maharashtra
2012 Maruti Ertiga VDI,1.5L km,Diesel,Manual,3rd owner,5.10 lakh,Bhaji Mandi Nearby Lasur
2010 Ford Figo TITANIUM 1.4 DIESEL,2.2L km,Diesel,Manual,1st owner,1.60 lakh,Konkanwadi Chhatrapati Sambhajinagar
2016 Tata Nano TWIST XTA,43.57k km,Petrol,Auto,4th owner,1.50 lakh,Garkheda Chhatrapati Sambhajinagar (Aurangabad) Maharashtra
2023 Tata TIGOR XZ PLUS CNG,70.99k km,Petrol,Manual,1st owner,7.50L,Chilkalthana Chhatrapati Sambhaji Nagar
2010 Maruti Zen Estilo LXI,1.4L km,Petrol,Manual,4th owner,0.78 lakh,Sector 18 Gurugram
2019 Maruti Baleno DELTA PETROL 1.2,1.3L km,Petrol,Manual,1st owner,6.75 lakh,Chilkalthana Chhatrapati Sambhaji Nagar Maharashtra
2023 Tata PUNCH,37.35k km,Petrol,Auto,1st owner,8.20 lakh,Pandharpur Chhatrapati Sambhaji Nagar Maharashtra
2012 Hyundai New Elantra,8.9L km,Diesel,Auto,5th owner,2.14 lakh,Waluj Chhatrapati Sambhaji Nagar Maharashtra
2006 Toyota Innova G4 2.5 8 STR,2.1L km,Diesel,Manual,6th owner,1.42 lakh,Satara Chhatrapati Sambhaji Nagar
2023 Hyundai Creta EX 1.5 PETROL,7.40k km,Petrol,Manual,1st owner,12.50 lakh,Mahmoodpura Chhatrapati Sambhaji Nagar Maharashtra
2012 Hyundai Verna FLUIDIC 1.6 CRDI EX,2.7L km,Diesel,Manual,4th owner,3.00 lakh,Mondha Chhatrapati Sambhaji Nagar Maharashtra
2018 Maruti Wagon R 1.0 LXI CNG,42.57k km,Petrol,Manual,2nd owner,3.77 lakh,PWD Colony Chhatrapati Sambhaji Nagar Maharashtra
2021 Hyundai Creta E 1.5 DIESEL,21.61k km,Diesel,Manual,1st owner,12.98 lakh,"Yunus Colony, Aurangabad"
2010 Audi A4 2.0 TDI,1.6L km,Diesel,Auto,3rd owner,4.00 lakh,New Usmanpura Chhatrapati Sambhaji Nagar Maharashtra
2015 Datsun Go Plus T,1.2L km,Petrol,Manual,2nd owner,2.40L,Chilkalthana Chhatrapati Sambhaji Nagar Maharashtra
2017 Maruti Ertiga VXI CNG,1.8L km,Petrol,Manual,3rd owner,6.90 lakh,Chhatrapati Sambhaji Nagar Dharmapur Maharashtra
