Car Name,KM Driven,Fuel Type,Transmission,Ownership,Price,Location
2017 Maruti Baleno DELTA PETROL 1.2,35.75k km,Petrol,Manual,3rd owner,3.95 lakh,Rajasthan Rajasthan 305007
2018 Datsun Redi Go T (O),1.2L km,Petrol,Manual,2nd owner,1.29 lakh,Dhola Bhata Ajmer Rajasthan
2010 Maruti Ritz VDI,1.8L km,Diesel,Manual,1st owner,1.10 lakh,Kanchan Nagar Ajmer
2014 Maruti Swift Dzire VDI,1.2L km,Diesel,Manual,7th owner,3.00 lakh,Dudu Dantri
2017 Mahindra XUV500 W10 AT,1.2L km,Diesel,Auto,2nd owner,7.50 lakh,Chouhan Colony Beawar
2013 Toyota Etios GD,3.2L km,Diesel,Manual,1st owner,3.00 lakh,Panchsheel Nagar Ajmer Rajasthan
2018 Jeep Compass LIMITED 2.0 DIESEL,1.2L km,Diesel,Manual,3rd owner,8.00 lakh,Topdara Ajmer
2023 Hyundai Verna SX (O) 1.5 TURBO PETROL MT,14.14k km,Petrol,Manual,1st owner,14.90 lakh,Suraj Vihar Colony Ajmer Rajasthan
2012 Renault Duster 110 PS RXZ DIESEL,1.6L km,Diesel,Manual,3rd owner,1.38 lakh,Madanganj Kishangarh
2011 Maruti Alto LXI,1.1L km,Petrol,Manual,3rd owner,1.15 lakh,Parao Ajmer Rajasthan
2007 Honda City ZX GXI,1.4L km,Petrol,Manual,3rd owner,1.04 lakh,Naya Bazaar Ajmer Rajasthan
2014 Honda Brio S MT,75.15k km,Petrol,Manual,3rd owner,2.57 lakh,Lohagal Village Ajmer Rajasthan
2017 Jeep Compass,1.2L km,Diesel,Manual,2nd owner,6.79 lakh,Vaishali Nagar Ajmer Rajasthan
2021 Mahindra Thar LX D 4WD MT CONVERTIBLE,77.00k km,Diesel,Manual,1st owner,11.50 lakh,Vaishali Nagar Ajmer Rajasthan
2023 Tata NEXON XZ PLUS PETROL,28.12k km,Petrol,Manual,1st owner,9.40 lakh,Ext Ajmer Rajasthan
2021 Maruti Vitara Brezza,1.0L km,Petrol,Manual,1st owner,7.20 lakh,Panchsheel Nagar Ajmer Rajasthan
2013 Maruti Swift VDI,1.3L km,Diesel,Manual,1st owner,3.04 lakh,Shastri Nagar Ajmer Rajasthan
2015 Mahindra XUV500 W8,1.0L km,Diesel,Manual,3rd owner,3.63 lakh,Kundan Nagar Ajmer Rajasthan
2015 Renault Lodgy 110 PS RXZ,1.4L km,Diesel,Manual,1st owner,3.20 lakh,Hathi Bhata Ajmer Rajasthan
2011 Toyota Fortuner 3.0 4X2 MT,1.6L km,Diesel,Manual,3rd owner,6.50 lakh,Sector 18 Gurugram
2021 Tata Harrier XT PLUS 2.0L KRYOTEC DARK EDITON,1.1L km,Diesel,Manual,1st owner,13.50 lakh,Baldev Nagar Ajmer
2017 Hyundai Creta SX PLUS 1.6 PETROL,88.04k km,Petrol,Manual,2nd owner,7.00 lakh,Panchsheel Nagar Ajmer Rajasthan
2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT,76.26k km,Petrol,Auto,1st owner,8.85 lakh,Raja Park Jaipur
2022 Tata NEXON XZ PLUS PETROL SUNROOF,42.61k km,Petrol,Manual,1st owner,8.20 lakh,Civil Lines Ajmer Rajasthan
2022 Maruti XL6 ZETA MT,75.43k km,Petrol,Manual,1st owner,9.20 lakh,Mayo College Ajmer Ajmer Rajasthan
2018 Toyota Innova Crysta,2.0L km,Diesel,Manual,1st owner,16.32 lakh,Railway Colony Ajmer Rajasthan
2023 KIA SONET HTK PLUS 1.2 PETROL MT,59.85k km,Petrol,Manual,1st owner,9.30 lakh,Ramganj Ajmer Rajasthan
2016 Mahindra XUV500 W6,1.3L km,Diesel,Manual,2nd owner,5.60 lakh,Jawahar Nagar Ajmer Rajasthan
2011 Audi A4 2.0 TDI,1.2L km,Diesel,Auto,3rd owner,5.11 lakh,Mirsali Colony Ajmer Rajasthan
2021 Renault Kiger RXL MT,91.16k km,Petrol,Manual,1st owner,5.16 lakh,Ghooghra Ajmer Rajasthan
2022 Tata Harrier XZA PLUS 2.0L DUAL TONE,56.11k km,Diesel,Auto,1st owner,19.00 lakh,Chandra Vardai Nagar Ajmer
2022 KIA SELTOS HTK PLUS 1.5 DIESEL,90.06k km,Diesel,Manual,1st owner,11.00 lakh,Dayanand Colony Ajmer
2016 Tata Safari Storme 2.2 EX 4X2,93.00k km,Diesel,Manual,3rd owner,5.00 lakh,Vaishali Nagar Ajmer Rajasthan
2023 Tata Harrier XT PLUS 2.0L KRYOTEC,46.71k km,Diesel,Manual,1st owner,16.00 lakh,Parbatpura Ajmer
2023 Skoda Kodiaq L&K,10.82k km,Petrol,Auto,1st owner,37.40 lakh,Chandra Vardai Nagar Ajmer Rajasthan
2023 MG HECTOR PLUS,1.0L km,Diesel,Manual,1st owner,19.76 lakh,Kiranipura Ajmer Rajasthan
2016 Hyundai Elite i20 ASTA 1.2,57.16k km,Petrol,Manual,3rd owner,3.99 lakh,Ram Nagar Ajmer Rajasthan
2019 Maruti Celerio VXI CNG,1.8L km,Petrol,Manual,1st owner,3.00 lakh,near mangal teerth society gate Bharuch Gujarat
2023 Hyundai AURA S 1.2 CNG,23.43k km,Petrol,Manual,1st owner,6.60 lakh,Ramnagar Ankleshwar Gujarat
2017 Maruti Alto 800 LXI,65.46k km,Petrol,Manual,2nd owner,2.15 lakh,Chavaj Bharuch Gujarat
2012 Maruti Eeco 7 STR,1.7L km,Petrol,Manual,2nd owner,2.17 lakh,Bholav Bharuch
2013 Hyundai i10 MAGNA 1.2,70.07k km,Petrol,Manual,1st owner,2.10 lakh,Arbuda Nagar Bharuch Gujarat
2012 Hyundai i20 SPORTZ 1.4 CRDI,1.6L km,Diesel,Manual,3rd owner,1.50 lakh,bhajjuwala society Bharuch Gujarat
2010 Hyundai i10 ERA 1.1,1.4L km,Petrol,Manual,5th owner,0.56 lakh,Tarsadi Kosamba
2014 Honda City 1.5L I-DTEC V,1.3L km,Diesel,Manual,2nd owner,3.11 lakh,Rahadpor Bharuch Gujarat
2012 Maruti Alto K10 LXI,86.83k km,Petrol,Manual,2nd owner,1.05L,Sarangpur Ankleshwar Gujarat
2015 Maruti Swift Dzire VDI,1.7L km,Diesel,Manual,1st owner,3.90 lakh,Sherpura Bharuch Gujarat
2013 Volkswagen Polo,1.4L km,Diesel,Manual,2nd owner,1.83 lakh,Happy Nagar Ankleshwar Gujarat
2011 Hyundai Verna FLUIDIC 1.4 VTVT,1.0L km,Petrol,Manual,2nd owner,1.80 lakh,Vadadla Bharuch Gujarat
2016 Maruti Swift Dzire VDI,2.4L km,Diesel,Manual,4th owner,3.18 lakh,Laxmi Nagar Bharuch
2018 Maruti Celerio ZXI,1.0L km,Petrol,Manual,2nd owner,3.10 lakh,Maktampur Bharuch Gujarat
2010 Maruti Alto LXI CNG,1.7L km,Petrol,Manual,1st owner,1.14 lakh,Kosamdi Ankleshwar Gujarat
2015 Maruti Swift LXI,32.20k km,Petrol,Manual,1st owner,3.60 lakh,Ganesh Shrishti Vadadla Bharuch
2012 Mahindra XUV500 W8,72.33k km,Diesel,Manual,1st owner,2.95L,Ankleshwar GIDC Ankleshwar
2017 Maruti Alto 800 LXI,1.9L km,Petrol,Manual,1st owner,2.40 lakh,Ankleshwar GIDC Ankleshwar
2016 Maruti Vitara Brezza,2.0L km,Diesel,Manual,1st owner,5.74 lakh,Ankleshwar GIDC Ankleshwar Gujarat
2016 Maruti Alto K10 VXI AMT,58.04k km,Petrol,Auto,1st owner,2.11 lakh,Bharuch Taluka Bharuch Gujarat
2010 Hyundai i10 ASTA 1.2 AT SUNROOF,1.0L km,Petrol,Auto,2nd owner,1.76 lakh,Boidara Ankleshwar Gujarat
2014 Hyundai Santro Xing GL,94.18k km,Petrol,Manual,3rd owner,1.75 lakh,Sector 38 Gurugram
2015 Datsun Go Plus T,67.07k km,Petrol,Manual,1st owner,2.60 lakh,Sherpura Bharuch Gujarat
2013 Hyundai Verna FLUIDIC 1.6 CRDI SX,1.4L km,Diesel,Manual,3rd owner,2.41 lakh,Ankleshwar GIDC Ankleshwar
2023 Renault TRIBER RXZ,31.18k km,Petrol,Manual,1st owner,7.08 lakh,Ankleshwar GIDC Ankleshwar Gujarat
2015 Maruti Swift Dzire VXI,60.57k km,Petrol,Manual,1st owner,3.60 lakh,Bharuch Bholav Part Gujarat
2017 Honda City 1.5L I-DTEC V,99.39k km,Diesel,Manual,2nd owner,5.00 lakh,Bholav Bharuch Gujarat
2012 Audi Q5 2.0 TDI QUATTRO,71.95k km,Diesel,Auto,3rd owner,6.55 lakh,Ankleshwar GIDC Ankleshwar Gujarat
2012 Honda Jazz 1.2L I-VTEC SELECT,66.19k km,Petrol,Manual,2nd owner,2.09 lakh,Bholav Bharuch Gujarat
2022 Maruti Swift VXI,43.47k km,Petrol,Manual,1st owner,5.18 lakh,Kosamdi Ankleshwar Gujarat
2017 Maruti Ciaz ALPHA 1.4 PETROL,39.18k km,Petrol,Manual,1st owner,5.70 lakh,Bholav Bharuch
2018 Honda City 1.5L I-VTEC SV,1.1L km,Petrol,Manual,2nd owner,5.50 lakh,Bholav Bharuch Gujarat
2015 Honda Mobilio 1.5L I-DTEC RS,1.3L km,Diesel,Manual,1st owner,3.50 lakh,Hifazat Nagar Ankleshwar Gujarat
2020 KIA SONET GTX PLUS 1.0 DCT,40.50k km,Petrol,Auto,2nd owner,9.46 lakh,Huseniya Nagar Bharuch
2022 KIA SELTOS HTK PLUS 1.5,7.78k km,Petrol,Manual,1st owner,10.50 lakh,Mohammedpura Bharuch Gujarat
2015 Mahindra XUV500 W8,1.3L km,Diesel,Manual,1st owner,4.50 lakh,Ankleshwar Bharuch Gujarat
2014 Ford Ecosport TITANIUM 1.5L DIESEL,1.5L km,Diesel,Manual,3rd owner,2.80L,Garden City Ankleshwar Gujarat
2015 Maruti Ertiga VXI,1.3L km,Petrol,Manual,1st owner,5.22 lakh,Kosamdi Ankleshwar Gujarat
2012 Toyota Innova GX 2.5 7 STR,1.4L km,Diesel,Manual,5th owner,3.03 lakh,Tavra Bharuch Gujarat
2017 Hyundai Creta SX PLUS AT 1.6 DIESEL,55.00k km,Diesel,Auto,1st owner,8.69 lakh,Bharuch Taluka Bharuch Gujarat
2020 Hyundai Elite i20,41.26k km,Petrol,Manual,1st owner,6.12 lakh,Ankleshwar Kosamdi Gujarat
2023 CITROEN C3 AIRCROSS,6.49k km,Petrol,Manual,1st owner,11.50 lakh,Shreeji Krupa Society Bharuch
2020 Honda WR-V 1.5L I-DTEC SV MT,1.4L km,Diesel,Manual,1st owner,6.50 lakh,Swaminarayan Gurukul Area Ankleshwar Gujarat
2020 MG HECTOR PLUS,1.1L km,Diesel,Manual,1st owner,14.61 lakh,Roshan Park Bharuch Gujarat
2018 Toyota Innova Crysta,3.1L km,Diesel,Manual,1st owner,14.00 lakh,B-366/367 Garden City Gujarat
2018 Maruti Baleno ALPHA CVT PETROL 1.2,1.3L km,Petrol,Auto,1st owner,4.31 lakh,Dahej Bypass Rd Bharuch Gujarat
2024 Mahindra XUV 3XO,13.87k km,Petrol,Manual,1st owner,9.47 lakh,Mukti Nagar Bharuch
2013 Maruti Swift Dzire VXI,58.63k km,Petrol,Manual,3rd owner,2.30 lakh,Pawan Vihar Bareilly Uttar Pradesh
2019 Datsun Redi Go D,36.35k km,Petrol,Manual,2nd owner,1.88 lakh,Karamchari Nagar Bareilly
2012 Skoda Rapid ELEGANCE 1.6 TDI CR MT,69.96k km,Diesel,Manual,1st owner,1.20 lakh,Izatnagar Bareilly
2014 Maruti Wagon R 1.0 VXI,98.78k km,Petrol,Manual,1st owner,2.16 lakh,Veer Savarkar Nagar Bareilly Uttar Pradesh
2012 Maruti Wagon R 1.0 LXI CNG,64.51k km,Petrol,Manual,2nd owner,1.66 lakh,Dhaurera Mafi Bareilly
2012 Ford Figo TITANIUM 1.4 DIESEL,61.69k km,Diesel,Manual,2nd owner,1.25 lakh,Badaun ByPass Road Bareilly Uttar Pradesh
2013 Maruti Wagon R 1.0 LXI,80.47k km,Petrol,Manual,2nd owner,1.82 lakh,Gopal Nagar Bareilly Uttar Pradesh
2014 Nissan Micra XL PETROL,1.4L km,Petrol,Manual,2nd owner,1.55 lakh,Civil Lines Bareilly Uttar Pradesh
2017 Hyundai Grand i10,98.48k km,Petrol,Manual,2nd owner,2.80 lakh,Subhash Nagar Colony Bareilly
2014 Maruti Celerio VXI,79.13k km,Petrol,Manual,1st owner,2.09 lakh,Civil Lines Bareilly Uttar Pradesh
2011 Honda City 1.5L I-VTEC S MT,81.98k km,Petrol,Manual,2nd owner,1.43 lakh,Satelight Bareilly Uttar Pradesh
2010 Hyundai i10 MAGNA 1.1,54.24k km,Petrol,Manual,1st owner,1.00 lakh,Rampur Garden Bareilly Uttar Pradesh
2012 Hyundai i20 SPORTZ 1.4 CRDI,1.1L km,Diesel,Manual,2nd owner,1.56 lakh,Mustafa Munzil Ajaz Nagar Bareilly Uttar Pradesh
2017 Mahindra Bolero POWER PLUS SLX,1.4L km,Diesel,Manual,2nd owner,4.40 lakh,Civil Lines Bareilly
2010 Hyundai i10 MAGNA 1.2,98.48k km,Petrol,Manual,4th owner,0.86 lakh,Subhash Nagar Colony Bareilly
2013 Honda Brio S MT,51.31k km,Petrol,Manual,1st owner,2.13 lakh,Civil Lines Bareilly Uttar Pradesh
2018 Datsun Redi Go A,41.56k km,Petrol,Manual,1st owner,1.43 lakh,Mustafa Munzil Ajaz Nagar Bareilly Uttar Pradesh
2011 Skoda Superb,68.53k km,Petrol,Manual,4th owner,1.74 lakh,Khushboo Enclave Bareilly UP
2013 Toyota Etios GD SP,85.66k km,Diesel,Manual,2nd owner,2.39 lakh,Rajendra Nagar Bareilly Uttar Pradesh
2019 Jeep Compass LIMITED PLUS DIESEL,96.54k km,Diesel,Manual,1st owner,7.50 lakh,Krishna Vanti colony Bareilly Uttar Pradesh
2019 Tata Harrier XZ 2.0L,1.1L km,Diesel,Manual,1st owner,8.75 lakh,Rajendra Nagar Bareilly Uttar Pradesh
2015 Audi Q3 2.0 TDI MT S EDITION,75.11k km,Diesel,Manual,1st owner,6.00L,Chowraha Bareilly Uttar Pradesh
2014 Maruti Ertiga VDI,1.8L km,Diesel,Manual,3rd owner,3.00 lakh,Sindhu Nagar Bareilly Uttar Pradesh
2013 Honda Amaze 1.5L I-DTEC S,97.36k km,Diesel,Manual,2nd owner,1.41 lakh,Pawan Vihar Bareilly
2022 Maruti Dzire VXI CNG,86.39k km,Petrol,Manual,1st owner,7.12 lakh,Gulzar Nagar Bareilly Uttar Pradesh
2022 Maruti Baleno ALPHA PETROL 1.2,26.26k km,Petrol,Manual,1st owner,6.96 lakh,Gangapur Bareilly Uttar Pradesh
2018 Maruti Baleno DELTA PETROL 1.2,85.97k km,Petrol,Manual,2nd owner,4.25 lakh,Sector 18 Gurugram
2010 Maruti SX4 VXI,76.38k km,Petrol,Manual,4th owner,0.92 lakh,Rampur Garden Bareilly Uttar Pradesh
2015 Honda Amaze 1.2L I-VTEC S,1.2L km,Petrol,Manual,1st owner,2.69 lakh,Rajendra Nagar Bareilly Uttar Pradesh
2018 Hyundai Creta S 1.4 DIESEL,69.67k km,Diesel,Manual,1st owner,7.00 lakh,Rajendra Nagar Bareilly Uttar Pradesh
2022 KIA SELTOS HTE 1.5 DIESEL,49.07k km,Diesel,Manual,1st owner,9.13 lakh,Civil Lines Bareilly Uttar Pradesh
2014 Nissan Terrano XV D THP PREMIUM 110 PS,83.21k km,Diesel,Manual,2nd owner,3.15 lakh,Gangapur Bareilly Uttar Pradesh
2017 Maruti Vitara Brezza,1.2L km,Diesel,Manual,2nd owner,5.40 lakh,Kargana Bareilly
2018 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,36.21k km,Petrol,Auto,2nd owner,6.17L,Rampur Garden Bareilly Uttar Pradesh
2017 Maruti Vitara Brezza,79.89k km,Diesel,Manual,1st owner,4.95 lakh,Umaria Bareilly
2023 Honda City 1.5L I-VTEC V,18.33k km,Petrol,Manual,1st owner,10.50 lakh,Civil Lines Bareilly Uttar Pradesh
2016 Honda Jazz 1.2L I-VTEC V AT,41.71k km,Petrol,Auto,1st owner,4.39 lakh,Civil Line Bareilly Uttar Pradesh
2015 Toyota Innova 2.5 GX 7 STR,1.3L km,Diesel,Manual,1st owner,5.80 lakh,Mohalla Kanoongoyan Faridpur
2015 Mitsubishi Pajero Sport,1.2L km,Diesel,Auto,2nd owner,6.12 lakh,Civil Lines Bareilly Uttar Pradesh
2022 Mahindra Thar LX HT PETROL 4WD MT,32.87k km,Petrol,Manual,3rd owner,11.00L,Gulzar Nagar Bareilly Uttar Pradesh
2014 Ford Ecosport TITANIUM 1.5L DIESEL,70.04k km,Diesel,Manual,1st owner,3.65 lakh,Subhash Nagar Colony Bareilly Uttar Pradesh
2020 KIA CARNIVAL,1.5L km,Diesel,Auto,1st owner,21.50 lakh,Green Park Colony Bareilly
2020 MG HECTOR PLUS,1.0L km,Diesel,Manual,2nd owner,11.50 lakh,ýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý
2022 Mahindra SCORPIO-N,29.29k km,Petrol,Auto,1st owner,17.40 lakh,Civil Lines Bareilly Uttar Pradesh
2022 Tata Safari XT PLUS,67.14k km,Diesel,Manual,1st owner,15.50 lakh,Brahampura Bareilly Uttar Pradesh
2021 Toyota Innova Crysta,53.37k km,Diesel,Manual,2nd owner,16.12 lakh,Krishna Nagar Mathura Uttar Pradesh
2011 Hyundai Santro Xing GL PLUS,45.07k km,Petrol,Manual,1st owner,1.11 lakh,Tilak Dwar Mathura Uttar Pradesh
2011 Maruti Swift Dzire VXI,1.0L km,Petrol,Manual,1st owner,1.13 lakh,NEAR BSA COLLAGE MATHURA Mathura Uttar Pradesh
2015 Maruti Swift Dzire VDI ABS,1.2L km,Diesel,Manual,1st owner,3.35 lakh,Krishna Nagar Mathura Uttar Pradesh
2018 Maruti Vitara Brezza,94.42k km,Diesel,Manual,1st owner,4.88 lakh,Surya Nagar Bakalpur Mathura Uttar Pradesh
2013 Maruti Swift Dzire VDI,1.4L km,Diesel,Manual,2nd owner,2.00 lakh,Surya Nagar Mathura Uttar Pradesh
2013 Maruti Swift Dzire VXI,67.88k km,Petrol,Manual,1st owner,3.15 lakh,Vishwalaxmi Nagar Mathura Uttar Pradesh
2010 Hyundai Santro Xing GL,1.2L km,Petrol,Manual,1st owner,0.64 lakh,Sarai Azamabad Mathura
2012 Hyundai Eon ERA +,77.11k km,Petrol,Manual,4th owner,0.89 lakh,Choubey Para Mathura Uttar Pradesh
2015 Honda Jazz 1.5L I-DTEC VX,1.3L km,Diesel,Manual,1st owner,2.40 lakh,Anandpuri Mathura Uttar Pradesh
2013 Fiat Grand Punto,1.5L km,Diesel,Manual,1st owner,1.13 lakh,Dampier Nagar Mathura Uttar Pradesh
2012 Hyundai i20 MAGNA (O) 1.4 CRDI,1.2L km,Diesel,Manual,3rd owner,1.44 lakh,Madhavpuri Mathura Uttar Pradesh
2015 Hyundai i20 Active 1.2 SX,84.79k km,Petrol,Manual,1st owner,3.00 lakh,Om Nagar Colony Mathura
2010 Hyundai Santro Xing GL,1.2L km,Petrol,Manual,2nd owner,0.72 lakh,Janam Bhumi Mathura Uttar Pradesh
2012 Hyundai Santro Xing GL,1.6L km,Petrol,Manual,5th owner,1.07 lakh,Shanti Nagar Mathura Uttar Pradesh
2016 Maruti Swift Dzire VXI,92.92k km,Petrol,Manual,3rd owner,3.50L,Madhavpuri Mathura Uttar Pradesh
2011 Honda Civic 1.8L I-VTEC V MT,65.00k km,Petrol,Manual,1st owner,1.50L,Sarai Azamabad Mathura Uttar Pradesh
2010 Maruti Swift VDI,64.42k km,Diesel,Manual,1st owner,1.42 lakh,Govind Nagar Sector E Mathura
2024 Honda Amaze 1.2L I-VTEC VX CVT,4.20k km,Petrol,Auto,1st owner,8.60 lakh,Vishwalaxmi Nagar Mathura Uttar Pradesh
2015 Maruti Ertiga VDI ABS,74.28k km,Diesel,Manual,3rd owner,3.70L,Dholi Pyau Mathura Uttar Pradesh
2019 Maruti Swift VDI,90.50k km,Diesel,Manual,1st owner,5.05 lakh,Bannadevi Aligarh Uttar Pradesh
2015 Hyundai i20 Active 1.4 SX,1.2L km,Diesel,Manual,1st owner,2.80 lakh,New Vishnupuri Aligarh Uttar Pradesh
2013 Maruti Swift Dzire LDI,1.1L km,Diesel,Manual,4th owner,1.67 lakh,Naurangabad Aligarh UP
2013 Maruti Swift Dzire VDI,1.5L km,Diesel,Manual,5th owner,2.21 lakh,Civil Lines Aligarh Uttar Pradesh
2016 Maruti Swift Dzire ZXI,71.75k km,Petrol,Manual,1st owner,3.50 lakh,Begpur Aligarh
2016 Hyundai Elite i20 ASTA 1.4 CRDI,88.66k km,Diesel,Manual,1st owner,3.65 lakh,Dhourra Mafi Aligarh Uttar Pradesh
2017 Maruti Celerio VXI,56.06k km,Petrol,Manual,2nd owner,2.60 lakh,Bhikampur Aligarh Uttar Pradesh
2021 Tata NEXON XM PETROL,29.16k km,Petrol,Manual,1st owner,6.40 lakh,Dodhpur Aligarh Uttar Pradesh
2012 Hyundai i10 MAGNA 1.2,85.81k km,Petrol,Manual,2nd owner,1.25 lakh,Radio Colony Aligarh
2024 Maruti New Wagon-R,11.82k km,Petrol,Manual,1st owner,5.85 lakh,Bannadevi Aligarh Uttar Pradesh
2012 Mahindra XUV500 W8,87.95k km,Diesel,Manual,3rd owner,1.90L,near mahua kheda Aligarh Uttar Pradesh
2015 Maruti Alto K10 VXI,40.21k km,Petrol,Manual,1st owner,2.10 lakh,New Vishnupuri Aligarh
2016 Hyundai Eon ERA +,64.91k km,Petrol,Manual,1st owner,1.95 lakh,S.S Nagar Aligarh Uttar Pradesh
2011 Chevrolet Captiva,96.74k km,Diesel,Manual,2nd owner,2.30 lakh,Manjur Garhi Aligarh Uttar Pradesh
2012 Hyundai Eon SPORTZ,1.0L km,Petrol,Manual,3rd owner,1.10 lakh,Sarsol Aligarh Uttar Pradesh
2017 Datsun Go T,19.91k km,Petrol,Manual,1st owner,1.98 lakh,Arjun Nagar Aligarh Uttar Pradesh
2022 Skoda SLAVIA STYLE 1.5L TSI DSG,48.40k km,Petrol,Auto,1st owner,13.00L,Kuldeep Vihar Aligarh Uttar Pradesh
2015 Hyundai i10 MAGNA 1.1,84.58k km,Petrol,Manual,1st owner,2.22 lakh,Rajiv Nagar Aligarh Uttar Pradesh
2016 Maruti Wagon R 1.0 VXI AMT,88.80k km,Petrol,Auto,1st owner,2.74 lakh,Chauhapur Aligarh Uttar Pradesh
2011 Hyundai i10 ERA 1.1,74.62k km,Petrol,Manual,2nd owner,1.00 lakh,Gokuleshpuram Colony Aligarh Uttar Pradesh
2016 Honda Amaze 1.2L I-VTEC S,1.1L km,Petrol,Manual,3rd owner,2.90 lakh,Aligarh Muslim University Aligarh Uttar Pradesh
2021 Maruti Ertiga VXI CNG,62.12k km,Petrol,Manual,2nd owner,8.28 lakh,Bhagwan Nagar Aligarh Uttar Pradesh
2016 Maruti Baleno DELTA DIESEL 1.3,1.2L km,Diesel,Manual,1st owner,3.39 lakh,Surendra Nagar Aligarh Uttar Pradesh
2014 Honda City 1.5L I-DTEC VX,1.7L km,Diesel,Manual,1st owner,3.00 lakh,Mithilapuri Aligarh Uttar Pradesh
2014 Renault Duster 110 PS RXL ADVENTURE,98.57k km,Diesel,Manual,2nd owner,3.00 lakh,Aligarh Dhaurra Mafi Uttar Pradesh
2016 Hyundai Verna 1.6 VTVT SX AT,85.56k km,Petrol,Auto,4th owner,3.65 lakh,Chauhapur Aligarh Uttar Pradesh
2016 Mahindra Scorpio S6 PLUS INTELLI-HYBRID,1.2L km,Diesel,Manual,1st owner,7.20L,Bannadevi Aligarh
2016 Maruti Ciaz ZDI+ SHVS RS,1.1L km,Diesel,Manual,2nd owner,3.66 lakh,Aligarh Muslim University Aligarh Uttar Pradesh
2021 Hyundai Creta SX 1.5 DIESEL,45.94k km,Diesel,Manual,1st owner,12.65 lakh,Dhourra Mafi Dhaurra Mafi Uttar Pradesh
2022 Hyundai GRAND I10 NIOS,80.48k km,Petrol,Manual,1st owner,5.67 lakh,Koil Aligarh Uttar Pradesh
2017 Ford Ecosport TITANIUM + 1.5L DIESEL,93.38k km,Diesel,Manual,1st owner,5.15 lakh,Kalyan Puram Aligarh Uttar Pradesh
2019 Maruti Ertiga ZXI+ SHVS,55.50k km,Petrol,Manual,2nd owner,7.50 lakh,Chharra Chharra Rafatpur
2013 Hyundai New Elantra,98.54k km,Diesel,Auto,2nd owner,3.14 lakh,Manjur Garhi Aligarh Uttar Pradesh
2020 Hyundai Creta EX 1.5 DIESEL,1.0L km,Diesel,Manual,1st owner,8.23 lakh,Near Ozone City Aligarh Uttar Pradesh
2023 MG HECTOR PLUS,6.78k km,Petrol,Auto,1st owner,19.50 lakh,Mahendra Nagar Aligarh Uttar Pradesh
2020 Honda City 1.5L I-VTEC ZX CVT,88.62k km,Petrol,Auto,1st owner,9.00 lakh,Hem Chand Compound Aligarh Uttar Pradesh
2023 Renault Kiger RXZ MT DUAL TONE,8.57k km,Petrol,Manual,1st owner,8.00 lakh,Swarna Jayanti Nagar Aligarh Uttar Pradesh
2011 Toyota Innova V 2.5 8 STR,2.4L km,Diesel,Manual,1st owner,3.80 lakh,Bhagwan Nagar Aligarh Uttar Pradesh
2017 Renault Captur RXL DIESEL,1.1L km,Diesel,Manual,1st owner,4.27L,Jalalpur Aligarh Uttar Pradesh
2017 Hyundai Tucson GLS 2WD AT DIESEL,1.1L km,Diesel,Auto,2nd owner,8.75 lakh,Suryoday Ozone City Aligarh Uttar Pradesh
2014 Hyundai Elite i20,46.34k km,Petrol,Manual,1st owner,2.63L,Sheela Nagar Visakhapatnam Andhra Pradesh
2020 KIA SONET HTK 1.2,42.80k km,Petrol,Manual,1st owner,6.66 lakh,Simhachalam Visakhapatnam Andhra Pradesh
2014 Maruti Alto 800 LXI,61.37k km,Petrol,Manual,2nd owner,1.97 lakh,Junction Visakhapatnam Andhra Pradesh
2018 Renault Kwid CLIMBER 1.0,1.1L km,Petrol,Manual,2nd owner,2.75 lakh,Ravindra Nagar Visakhapatnam Andhra Pradesh
2010 Honda City 1.5L I-VTEC S MT,91.70k km,Petrol,Manual,1st owner,1.85 lakh,Kancharapalem Visakhapatnam Andhra Pradesh
2012 Hyundai Verna FLUIDIC 1.6 CRDI SX,80.30k km,Diesel,Manual,3rd owner,2.54 lakh,MVP Colony Visakhapatnam Andhra Pradesh
2014 Honda City 1.5L I-VTEC V MT,62.10k km,Petrol,Manual,2nd owner,3.70 lakh,nakshita homes flat 202 2nd floor sattibanatalen sheela nagar Visakhapatnam Andhra Pradesh
2021 Maruti Vitara Brezza,7.36k km,Petrol,Manual,1st owner,6.92 lakh,Visakhapatnam (Urban) Visakhapatnam Andhra Pradesh
2011 Maruti Wagon R 1.0 LXI LPG,90.55k km,Petrol,Manual,1st owner,1.53 lakh,Visakhapatanam Visakhapatnam Andhra Pradesh
2011 Honda City 1.5L I-VTEC V MT,1.2L km,Petrol,Manual,2nd owner,2.30L,Madhavadhara Visakhapatnam Andhra Pradesh
2020 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,54.43k km,Petrol,Manual,1st owner,5.83 lakh,Pothinamallayya Palem Visakhapatnam
2016 Honda Jazz 1.2L I-VTEC V AT,33.16k km,Petrol,Auto,1st owner,4.34 lakh,Pedda Waltair Visakhapatnam
2017 Maruti Ciaz ALPHA 1.4 PETROL,55.77k km,Petrol,Manual,1st owner,4.36 lakh,Maharani Peta Visakhapatnam Andhra Pradesh
2018 Volkswagen Vento,1.1L km,Diesel,Auto,1st owner,5.82 lakh,Gajuwaka Visakhapatnam
